Japan		1.29	63381.52								95				2.9				39.59								56.9	67.5	47.1	61018939	47.99				0.9				2.1	89.71				6		147887593	116.31	0.22	0.13	6990.23	11581.59	68.61					16839.86		3.42	515.79											5							100	100	100	100	100	100		1.8	1.9	1.8			442	38	7.91	43.32	13.5	12.2	15.5	2.9	3.2	2.7				480	1.6	1.7	1.7	79	88	93	17	18	20	9	23	43						6.9	7.6	6.2
Jordan											97				18.7				63						4.88					378411	5.2								16	41				50		10313976	141.79																								5							92	96.9	97.9	98.4	98.5	98.5							132	18	12											150	0	0.49	5.5	74	83	94	5.1	5.8	6.5	3.7	8.1	14								
Kazakhstan											99				16.3				104.62						0.6					4392000	26.71	1.01	1.01	1.29					14.6	54				26		30364900	184.69						0.04	90.25													4.9	2.9	1.3		5	102.24	101.44	103.1	28.6	28.6	28.5	86.2	93.1	99.1	98	97.4	97							81	26	24.29	50.6							98.74	97.9	99.63	107	7.1	9.5	12	70	100	150	75	115	165	46	133	263								
Kenya	101			58446	48881	71955	1100000				93				70.7				29.14						5.39					204354	0.46					0.33	0.43	0.56	47.5	39				400		31830003	71.76														6.04	5.57	6.55							9.8	22.1							53.9	61.1	82.9	29	29.4	30.7							202	22	9.82	35.7										224	12	20	27	74	75	77	261	268	275	156	283	447								
Kiribati											91				58.2				0.03							99.96				9000	8.79								45.1	11.5				130		17000	16.6								25.47	64.44															5							49.9	66.2	86.8	30.1	39.3	50.8							42	4	8.69											46	23	29	35	66	80	98	404	497	599	352	748	1290								
North Korea											99				27.4				90.56											1180000	4.73								21.7					87		2420000	9.72																							10.4	41.8							99.4	99.7	99.9	72.5	81.9	87.9							580	107	15.57											687	12	27	46	86	91	98	401	429	456	146	536	1175								
South Korea		2.09	25214.43								99				3.7				1893.13								59.5	70.8	48.8	30333077	61.57	0.98	0.98	0.74	1.31				3.2	84.77				27		54680840	110.99	0.13	0.05	711.1	1755.38	33.61					1155.73		10.94	229.19				99.59	99.66	99.5					5	110.52	111.32	109.66				87.9	97.6	99.7	100	100	100		3.4	3.3	4.1			253	47	15.66	43.09	19.2	13.4	28.5	2.5	2.2	2.8	99.24	99.54	98.92	300	4.9	5.2	5.5	80	87	92	92	97	105	117	143	172						9.3	9.8	9
Kuwait											99				9.5				414.67											508000	15.08			2.24					8.1	75.46				14		6410000	190.28																								5							99	99	99	100	100	100							61	4	6.15											65	0.94	0.97	0.99	77	87	99	21	24	27	10	29	56								
Kyrgyzstan				327	241	443					99				24.2				3.99						3.03		57.3	70.7	44.4	461277	8.31	0.98	1	1.61	12.06	0.01	0.02	0.04	21.6	23				75		6737487	121.44						7.75	536.19							0.24	0.19	0.3				41.4	37	28.5	0.3	6.2	102.97	103.62	102.31				81.6	86.9	96.6	94.6	92.9	89.8		1.9	2	1.9			92	28	23.33	41.49	34.8	36.7	32.5				99.25			120	11	11	11	81	91	100	124	141	157	88	190	329						13.41	12	15.81
Lao				119	48	240					82				71.4				1.6						4.92	94.91				701712	10.36	0.95	0.89	0.88		0.0039	0.0076	0.01	53.8	12.5				220		4612612	68.13						3.97	420.98							0.14	0.1	0.21							1.3	19.4	101	102.44	99.5				62.6	70	82.8	47.7	62.6	88.4							99	33	25								97.28	98.07	96.47	132	29	53	82	24	31	41	148	197	259	319	488	693								
Latvia	15.3										96				8.4												52.4	57.8	48	423000	20.63	0.99	0.95	1.49	2.09				7.4	75.23				13		2558000	124.76																								5	106.09	105.88	106.3	7.4	8.3	6.4	97.5	99	99.8	78.4	86	89.7		2.2	1.9	2.5			77	23	23	53.2	17.9	17.6	18.1	9.1	9.3	9	97.12	96.64	97.62	100	2.1	2.1	2.1	79	85	91	47	50	54	28	58	100						23.2	21.8	24.9
Lebanon											79				9.1				72.61						16.17					870000	18.04	0.92	1	1.08					7.8	70.5				16		3884757	80.56																								5	89.26	91.22	87.36				99	99	99	80.7	80.7	80.7							124	4	3.12								95.92	98.76	93.13	128	0.24	0.86	1.9	80	91	110	14	16	18	6.7	19	37								
Lesotho	94			16133	14735	17916	150000				92				98				1.96						2.77	100	49.2	57.4	41.7	50345	2.42	0.98		1.46		1.93	2.21	2.57	73	5				490		1790295	86.3						11.18	320							22.85	21.62	24.11							0.2	11.2	74.08	64.43	83.92				76.6	81.2	94.2	26.2	29	36.9		1.6	1.5	1.9			88	32	26.66		34.6	35.5	36				80.09	78.19	82.02	120	18	46	86	36	50	70	659	916	1267	327	613	987						34.43	28.99	41.91
Liberia				2678	2108	3345	40000	78.1	95.9	61.1	74	15.3	38.1	55.7	71.1	45.1	22.1	2	4.51	20.2	0.4	19.1	3117	249	1.02	100				11000	0.25					0.04	0.07	0.1	53.6	3.2				640	28.5	2550775	59.4														1.09	0.87	1.32							1.4	33.4							59.6	72.2	85.3	5.4	16	27.1	0.75				87.3	65.8	65	8	10.95											73	30	49	66	51	57	64	273	308	345	238	446	717	9.1	22	31.1	35.7				
Libyan Arab Jamahiriya											98				14.5				144											789000	12.72								12.4	16.5				15		10235300	165.04																																		95.7	96.6	96.8							167	33	16.5											200	5.2	8.7	13	45	54	66	33	40	48	32	70	123								
Liechtenstein																			0											18300	49.55									93.8						38427	104.06																								5																			19	6	24											25																				
Lithuania	14.2										93				4.9												51.2	55.8	47.4	625990	20.74	0.99	0.94	1.44	1.89				4	68.45				11		4565976	151.34																								5	96.38	96.93	95.79	9.6	10.7	8.4	88.1	95.4	99	80.1	90.8	96.2		2	1.9	2.1			105	34	24.46	53	15.9	17.6	13.8	6.9	8.2	5.5	96.95	96.93	96.96	139	8.4	8.4	8.5	73	80	86	61	65	72	39	85	148						21.9	23	20.4
Luxembourg											95				2												55.9	62.7	49.1	267600	50.45				0.85				1.6	93.77				11		788371	148.64	1	0.37	162.58	429.32	21.94					266.42		23.25	46.2											5				6.2	6.1	6.2	100	100	100	98.6	97.6	97.5		3	4.2	1.8			47	13	21.66	44.6	16.5	22.7	9.9	4	5.6	2.4				60	0.4	0.41	0.42	79	83	93	7.7	8.7	9.1	5.6	12	20						15.5	18.7	10.9
Madagascar				5537	4818	6440		51.1	82.1	44.3	63		61.5	11.3	56				15.95				1169	1922	1.54	98.21				245603	1.07	0.99	0.96	0.93		0.01	0.02	0.03	39.6	3				440	25.5	8461120	36.9														0.4	0.33	0.48							7.4	32.5	68.45	66.73	70.18				32.3	48.4	80	8.5	11.6	17.6							302	64	17.48											366	34	52	69	44	50	56	207	233	262	216	413	671				22.9				
Malawi				47826	43699	51709	790000				88				67.9				10.18				1313	1159	2.51	99.99				33569	0.2	1.03	0.9			0.33	0.4	0.49	44.2	5.05				510		5290044	32.33						31.5	1125.88							10.25	9.64	10.83							3.4	20.8	75.29	75.23	75.35				80.6	82.9	94.9	37.8	39.2	47		1.5	1.7	1.3			150	43	22.27		38.3	41.5	35.6							193	3.1	9.3	16	65	70	71	152	156	168	67	135	226						8.61	9.05	8.22
Malaysia				5899	4143	8876			98.03	98.8	95				8.5				449.93						1.07		65	78.3	50.6	4535800	15.26				0.87	0.03	0.04	0.06	7.2	66.97				29		43005000	144.71														0.43	0.33	0.59								5				22.2	21.2	23.7	92.1	97.8	99.9	94.8	95.7	96.1		6.5	5.8	7.6			198	23	10.4	39.2	57.5	53.9	62.5	4.3	4.6	4				221	3.2	5.8	9.2	71	79	92	86	99	110	62	131	225						10.36	9.32	11.98
Maldives				2	2	3					99				9.9				3.19						2.45	94.59				22557	6.53					0	0.0006	0	8.4	44.1				31		625161	181.19								1.16	22.83					0.01	0.0093	0.01							0.1	6.7							97.9	98.6	99.5	98.3	98	97.5							72	5	6.49											77	1.8	2.2	2.6	75	83	97	34	40	44	27	57	97								
Mali				5549	4064	7426	79000				72				122.7			1	10.29	10.3	0.1	9.9	754	1583	4.94	99.87				126362	0.82		0.79			0.01	0.03	0.06	77.6	3.5				550		19749371	129.06						13.41	1378.15							0.85	0.69	1.1								5	58.83						56.9	69.4	89.6	15	23.2	36.4							132	15	10.2								68.76			147	7	10	13	62	63	66	58	60	62	49	92	149	7.4	18.6	26					
Malta											99				6.1												49.8	62.3	37.3	231331	53.92				-0.37				5.3	68.91				9		556652	129.75																								5							100	100	100	100	100	100		2.5	3	2			63	6	8.69	41.1	31.7	31.6	31.8	6.9	8.5	5.3				69	0.35	0.36	0.36	93	100	110	11	11	13	5.6	14	26						13	15.2	10.4
Marshall Islands											70				37.5				0.12																				30.6	14															43.01	93.76																						97.4	94.4	93.3	54.9	75.9	83.9							32	1	3.03											33	15	39	78	66	80	98	288	354	426	220	490	864								
Martinique																																																																														99.8	100	100	72.7	91.7	94																																								
Mauritania											80				90.1				20.35				870	687	4.44	99.99				53993	1.38	1.05	0.93	0.44					67.1	6.2				320		3988195	102.52																							0.2	6.4	70.87	69.75	72.02				54.3	55.5	56.4	13.1	37.5	54.7							74	21	22.1								73.33	71.62	75.09	95	14	26	40	37	50	69	82	115	157	100	203	341								
Mauritius				857	761	1021					99				14.3				5.44						1.15					363000	29.17	0.99		1.21		0.02	0.04	0.07	12.5	39				73		1533600	123.23								1.24	148.29					1.1	1.02	1.16								5	101.53	100.08	103				99.7	99.8	99.9	92.2	92.9	93.8		4.1	4.9	3.4			56	13	18.84		38.6	43.2	35.5	10.2	9	11.4	98.17	98.16	98.19	69	1.2	1.2	1.2	44	50	56	19	21	24	17	32	51						23.16	17.28	32.03
Mayotte																														10000	4.5																																																																																												
Mexico	83.5	0.7	8693.25	5563	3790	8058					89				14.5				1106.23						5.45		57.5	74.7	42	21037109	17.19	1	1.07	0.95	0.79	0.0097	0.01	0.02	12.5	43.46				49		103761704	84.81														0.23	0.17	0.3								5	103.2	101.91	104.54				88	94.7	96.4	69.5	83.1	86.8		2.3	2	2.8			316	184	36.8	40.3	35.5	33.6	38.6	4.3	5.1	3.5	97.94	97.16	98.76	500	1.8	1.8	1.8	73	82	92	18	21	23	11	26	45						9.2	8.5	10.5
Micronesia											91				36.4				0.03											10047	9.7								29.8	27.8				96		31393	30.31								39.49	142.98																						87.5	89.1	94.7	47	55.1	83.3							14	0	0											14	2.5	21	79				81	188	339	118	262	461								
Monaco											99				3.7				0.01											46850	123.84			0					3	90.7						35464	93.74																								5								100	100		100	100							17	4	19.04											21	0.03	0.09	0.19				1.8	2.1	2.4	0.73	2.4	5.2								
Mongolia				14	9	21		89.6	98.7	98.9	97	1.6			31.8	69	46.1		0.94	54.6					4.48					175698	6.18	0.97		1.42		0.0033	0.0072	0.01	26.4	20				68	20.7	3525678	124.18						3.97	426.9							0.03	0.02	0.05							0.6	22.5							52.1	63.6	68.5	38.1	57.7	66		2.5	2.3	2.8			63	11	14.86		27	27.2	26.8				95.21	96	94.4	74	1.8	4.9	9.5	72	84	94	163	181	210	119	254	438			16	22.8		16.55	14.66	19.05
Montenegro	11.72							86.6	91.7	99	88	1			5.3	65.1	62.2	29.6	0.75	23.3	6.9	7.8			16.19					169032	27.2								4.9	60.31				7	36.9	993902	159.94																								5							97.7	99.1	99.9	90.6	94.1	96							67	14	17.28											81	0.14	0.19	0.24	89	93	110	18	21	22	9.8	25	47			21.8	47.7				
Montserrat																														3000	58.92									54.6						4500	88.39									54.86																						99	99	99																								21	21	22					0			0									
Morocco				1444	897	2167					99				30.4				49.41						8.24					2924861	8.86	0.95				0.0099	0.01	0.02	26.1	56				120		42423794	128.52														0.15	0.11	0.2	89.25	89.68	88.79					5	98.9	99.38	98.4				64.2	84.4	98.3	62.1	74.9	83.8		2.7	2.8	2.3			328	67	16.96		35.8	37.3	32				98.74	98.94	98.53	395	0.03	8.6	39	79	85	93	95	104	112	55	131	240						19.13	19.44	18.24
Mozambique				82365	70272.09	98206.65	810000				85				87.2				8.25				2997	1603	4.14	99.94				77568	0.3	0.9	0.91	0.68		0.76	0.98	1.25	61.5	5.4				480		12401290	48														10.75	9.58	12.32							7	27.2	49.24	52.85	45.65				35.5	49.5	79.7	9.3	19.5	41.6							152	98	39.2								87.6	89.97	85.22	250	36	69	101	30	37	47	442	552	680	303	559	893								
Myanmar				10507	8599	12396					86				50.5				3.02						8.18	78.97				534810	1					0.01	0.02	0.02	39.8	1.6				200		6832380	12.82														0.6	0.53	0.68							8.2	15.5							73.2	79.4	92	75.3	78.1	83.9							405	26	6.03											431	29	49	71	61	68	74	340	373	413	364	473	595								
Namibia				6585	4022	10095	96000	62.5	96.6	88.2	82	13.2	5.6	8.4	49.8			21.4	7.02	56.1	12	55.2					50			183532	7.96				-2.9	0.63	0.91	1.28	35.2	13.9				130	51.1	2727913	118.43														14.3	11.77	17.34							1	41.4				7.8	7.8	7.7	80.5	88.4	98.3	15.7	33.5	55.5	1.02	2.5	2.5	2.4			59	19	24.35	43.03	38.6	39	38.4							78	20	57	58	56	64	74	566	651	742	357	651	1031	8.4	9.1	17.5	61.6		56.19	49.44	62.24
Nauru											96				36.6				0											0	0								29.9																	28.78																							96	96		65.6	65.6							18	0	0											18	3.7	6.7	11				41	47	54	33	71	122								
Nepal				3251	2501	4576					88				39.7				0.66						8.58	89.12				829097	2.98	1.08	1.05	0.81		0.0041	0.0075	0.01	32.2	13.3				190		21362289	76.84						4.47	870.86							0.22	0.18	0.3	60.36	58.82	61.88				2.2	7.9	99.81	95.56	104.34				87.2	88	91.8	36.7	39.6	52.7							397	197	33.16								98.66			594	7.4	17	27	68	78	87	139	156	178	99	211	365								
Netherlands											96				4												60.8	66.1	55.7	7125486	42.51	0.99	0.98		-0.02				3.3	93.95				6		19467000	116.15	0.66	0.16	1365.07	5435.45	31					2098.85		12.25	302											5				12.3	14	10.3	100	100	100	99.9	97.8	97.5		1.9	1.7	2.2			92	58	38.66	48.7	26.2	22.7	30.8	7.7	7.5	7.9	97.2	97.21	97.19	150	0.12	0.12	0.12	74	81	88	5.7	6.1	6.7	3.2	7.6	14						11	10.8	11.2
New Caledonia																														85000	33.13									66						240500	93.76																															98.5	98.5	98.5	100	100	100																					0.32	1.1	2.3				17	19	22	8.3	23	45								
New Zealand	21.6	0.26	465.67								92				6.3				8.2								64.1	69.9	58.6	1850000	41.05	1	1.05	1.44	0.37				5.2	82.78				8		4766000	105.77	0.26	0.07	126.12	457.31	42.28					231.32		28.02	72.54											5							100	100	100					3.6	4.1	3.1			82	39	32.23	47.2	39.9	43.4	36.8	9.4	9.4	9.4	97.93	97.77	98.1	121	0.14	0.14	0.14	76	82	89	6.7	7.3	8	4.1	9.5	17						15.8	15.3	16.3
Nicaragua											99				23.5				3.56				4629	1475	2.7					324971	5.34								20	15.5				100		6808930	111.98																							1.1	17.7							68	85.8	98.5	53.1	65.9	75.1							55	37	40.21											92	2	2.7	3.5	81	87	96	51	55	60	28	68	126								
Niger				2926	2031	4203					67				104.2				14.61				901	801	56.06	99.99				100500	0.56	0.84	0.68			0.0003	0.0012	0.003	59.9	1.7				630		7006300	39.29						10.58	774.23							0.39	0.32	0.51							1.8	10	49.59	54.99	43.97				46.1	55.3	96.5	4.2	9.9	35.6							98	15	13.27								63.48	68.74	57.99	113	11	17	24	55	62	69	91	102	115	83	159	257								
Nigeria				209626	188071	242856	2000000	51.1	60.6	38.1	59	31	16.6	32.7	117.4	58.3	43	13.9	334.46	15.1	2.1	9.4			0.39					360537	0.2					0.17	0.2	0.26	74.3	38				560	33.5	127246092	73.29														3.17	2.96	3.48							11.3	6.5							52.1	65	80.1	27.5	30.3	33.6	1.23				71.5	87.6	336	24	6.66											360	39	94	156	11	16	28	194	338	506	246	326	418				24.2				
Niue											99				24.5				0											1000	74.4								20.7	86.9																18.18																						98.5	98.6	98.7	100	100	100																					0.1	0.52	1.3					0		5.7	19	41								
Northern Mariana Islands																														23000	42.7																																															97.4	97.4	97.4	79.2	79.2	79.2																					2.8	6.4	12	77	87	99	62	70	80	40	93	168								
Norway	5.6	0.8	4098.2								93				2.8				0								68.7	71.2	66.1	1236698	24.52	1	0.96	1.49	0.03				2.3	95.05				4		5863034	116.26	1.07	0.29	1538.97	5581.36	36.48					3804.12		14.03	481.87											5	100.44	100.66	100.21	5.1	6.7	3.4	100	100	100	98.3	98.1	98		3.5	4.1	3.1			102	67	39.64	48.9	37.2	39.4	34.4	5.3	6	4.5	99.71	99.7	99.72	169	0.08	0.09	0.09	82	87	96	7.5	8.2	8.8	4.7	11	19						9.2	10.6	7.7
Oman											99				11.4				28.87											351411	9.67	1.07	1.16						9.8	66.45				11		5617426	154.64																								5	97.63	94.72	100.7				85.2	92.6	94.8	94.7	96.7	97.3							83	1	1.19								97.44	96.73	98.18	84	0	0.69	6.9	76	84	90	10	11	12	4.7	13	25								
Pakistan				2174	1264	4019		36.6	73.1	52.1	61			3.4	85.5			24.9	247.02	35.4	8.8	24.6			20.34					6370860	3.49	0.87	0.73	0.98		0.0071	0.01	0.03	69	10.9				170	5.2	127737286	70.13														0.06	0.03	0.12							40	22	73.12	78.62	67.12				88.6	90.8	94.3	42.7	56.8	80	0.79						265	77	22.51								71.85	76.59	66.69	342	6.4	27	63	44	58	78	205	275	357	284	342	406	11.3	8.8	20.1	4.2				
Palau											99				17.5				0.12											7263	34.72	0.98	1.02	1.54					15.1		99.81	99.79	99.82			17945	85.78								14.81	35.26																108.36	104.72	112.5				86	95.4	97	100	100	100							16	0	0								98.81			16	0.48	1.7	3.8	77	87	99	39	44	50	16	53	112					1			
Panama				501	309	786		87.9	93.4	91.6	92				17.9		52	5.9	21.37	62.8	3.7	59.9			4.86					586298	15.17	0.97	1.06			0.03	0.04	0.06	15.4	44.03				85		6297604	162.97														0.64	0.53	0.82				49.4	25.8	13.8	0.4	10.8	96.38	96.87	95.86				85.2	93.5	97.7	55	73	82.3		4	4.4	3.8			65	6	8.45		46	50.1	42	5	5.3	4.8	91.28	91.57	90.98	71	4.6	4.8	4.9	69	78	88	42	48	55	30	61	103	8.5	7.9	16.4	37.1		10.76	8.98	13.91
Papua New Guinea				1514	1252	1817	15000				70				61.4				3.02											140000	1.91					0.03	0.04	0.06	47.3	6.5				220		3000000	40.97								4.48	656.51					0.64	0.58	0.71															32.3	39.5	88	13.3	18.9	56.7							108	3	2.7											111	8.5	33	75	71	89	110	269	347	437	195	437	775								
Paraguay				344	89	834					92				21.9				16.46						1.89		66.8	79.1	55	437643	6.43				16.1	0.01	0.05	0.13	18.7	36.9				110		7053297	103.68						0.45	129.45							0.4	0.22	0.76				33.8	23.8	17	0.8	11.6							83.4	91.9	97.8	71	84.2	93.3							70	10	12.5	43.9										80	2.6	2.9	3.2	71	75	78	42	44	47	30	59	99								
Peru				2822	1440	5213		95.1	95.9	89.1	85				16.7			17	25.81	74	12.6	51.2			7.79					3205894	10.55	0.99	0.97			0.01	0.02	0.03	12.9	39.2				89		29793297	98.08														0.34	0.24	0.52				48	23.9	16.1	2.7	8.8	92.5	92.43	92.57				65.2	85.2	90.9	46.9	73.1	80.5		3.3	4.1	2.7			102	28	21.53	36.95	46.9	52.3	42	13.7			94.41	94.57	94.25	130	5.7	7.7	10	69	79	89	110	124	142	77	164	283	5	4	9			8.75	8.34	9.27
Philippines								84.3	95.4	72.8	90	19.9		0.1	29.9		8.1	3.4	136.69	55.1	1.9	36.9			7.19		59.4			3148835	3.2	0.96	1.07	1.26	6.34				23.5	37				120		102823569	104.5																							13.8	14	93.73	92.04	95.5				88.2	90.5	93.3	66.8	71.1	76.4							219	65	22.88	41.5							90.94	90.84	91.05	284	25	27	29	71	80	90	261	292	331	385	438	495	10.8	6.7	17.5			16.15	15.1	17.81
Poland											98				5.2												50.2	58.2	42.8	5477447	14.33	1	0.96	1.54	1.86				4.5	62.84				3		56972803	149.07	0.09	0.02	124.9	471.9	5.42					138.13		2.19	1.4											5	97.74	97.88	97.58	17.6	19.3	15.6	95.6	97.8	99.2	92.3	95	96.8		3.1	3.1	3.2			351	109	23.69	46.9	22.7	24.2	21.1	9.1	9.7	8.4	96.99	96.82	97.17	460	1.6	1.7	1.7	78	85	92	20	22	24	11	27	50						27.3	25.4	30.1
Portugal											98				3.8												49.7	54.7	45.3	4529794	42.7	0.97	0.99	1.18	1				3.1	62.09				8		11990993	113.03	0.22	0.06	143.2	488.32	13.16					35.31		4.96	8.63											5				16.7	19.1	14.1	99.7	99.8	99.8	99.2	99.2	99.3		2.6	2.6	2.7			164	66	28.69	49.8	17.3	17.2	17.5	13.3	13.3	13.4	95.86	95.17	96.59	230	1.3	1.3	1.4	78	85	92	24	26	28	13	30	52						38.1	36.7	39.6
Puerto Rico	44.6																													660838	17.91	1.02	1.06	1.42						73.9						3085146	83.64																																		99.3	99.3	99.3																	85.22	83.28	87.34		0.29	0.29	0.29	77	87	99	1.4	1.6	1.8	0.72	1.9	3.6								
Qatar											99				8.2				80.7								86.9	96.1	52.3	412584	19.02			6.65	-7.46				7	85.3				6		3310353	152.64																												0.2	0.2	0	100	100	100	98.1	98.1	98.1		7.5	10.3	7.1			35	0	0	12.6	51	56.6	48.7							35	0.07	0.12	0.2				35	40	45	23	53	95						1.13	0.41	6.2
